,year,Region,Age,population
2,2012,REGION VIII (EASTERN VISAYAS),75-79,43488.0
2,2012,REGION VIII (EASTERN VISAYAS),80 and over,38755.6
3,2013,REGION VIII (EASTERN VISAYAS),0-4,505958.2
3,2013,REGION VIII (EASTERN VISAYAS),10-14,515596.0
3,2013,REGION VIII (EASTERN VISAYAS),15-19,473339.4
3,2013,REGION VIII (EASTERN VISAYAS),20-24,368590.8
3,2013,REGION VIII (EASTERN VISAYAS),25-29,297243.6
3,2013,REGION VIII (EASTERN VISAYAS),30-34,265308.6
3,2013,REGION VIII (EASTERN VISAYAS),35-39,249091.0
3,2013,REGION VIII (EASTERN VISAYAS),40-44,230494.4
3,2013,REGION VIII (EASTERN VISAYAS),45-49,210045.8
3,2013,REGION VIII (EASTERN VISAYAS),5-9,506986.0
3,2013,REGION VIII (EASTERN VISAYAS),50-54,181857.8
3,2013,REGION VIII (EASTERN VISAYAS),55-59,150429.4
3,2013,REGION VIII (EASTERN VISAYAS),60-64,119663.0
3,2013,REGION VIII (EASTERN VISAYAS),65-69,92499.2
3,2013,REGION VIII (EASTERN VISAYAS),70-74,68012.6
3,2013,REGION VIII (EASTERN VISAYAS),75-79,44882.0
3,2013,REGION VIII (EASTERN VISAYAS),80 and over,40133.4
4,2014,REGION VIII (EASTERN VISAYAS),0-4,502177.6
4,2014,REGION VIII (EASTERN VISAYAS),10-14,514228.0
4,2014,REGION VIII (EASTERN VISAYAS),15-19,480219.2
4,2014,REGION VIII (EASTERN VISAYAS),20-24,380954.4
4,2014,REGION VIII (EASTERN VISAYAS),25-29,305224.8
4,2014,REGION VIII (EASTERN VISAYAS),30-34,269344.8
4,2014,REGION VIII (EASTERN VISAYAS),35-39,252988.0
4,2014,REGION VIII (EASTERN VISAYAS),40-44,233359.2
4,2014,REGION VIII (EASTERN VISAYAS),45-49,214694.4
4,2014,REGION VIII (EASTERN VISAYAS),5-9,507648.0
4,2014,REGION VIII (EASTERN VISAYAS),50-54,186110.4
4,2014,REGION VIII (EASTERN VISAYAS),55-59,155939.2
4,2014,REGION VIII (EASTERN VISAYAS),60-64,122684.0
4,2014,REGION VIII (EASTERN VISAYAS),65-69,94765.6
4,2014,REGION VIII (EASTERN VISAYAS),70-74,69016.8
4,2014,REGION VIII (EASTERN VISAYAS),75-79,46276.0
4,2014,REGION VIII (EASTERN VISAYAS),80 and over,41511.2
5,2015,REGION VIII (EASTERN VISAYAS),0-4,498397.0
5,2015,REGION VIII (EASTERN VISAYAS),10-14,512860.0
5,2015,REGION VIII (EASTERN VISAYAS),15-19,487099.0
5,2015,REGION VIII (EASTERN VISAYAS),20-24,393318.0
5,2015,REGION VIII (EASTERN VISAYAS),25-29,313206.0
5,2015,REGION VIII (EASTERN VISAYAS),30-34,273381.0
5,2015,REGION VIII (EASTERN VISAYAS),35-39,256885.0
5,2015,REGION VIII (EASTERN VISAYAS),40-44,236224.0
5,2015,REGION VIII (EASTERN VISAYAS),45-49,219343.0
5,2015,REGION VIII (EASTERN VISAYAS),5-9,508310.0
5,2015,REGION VIII (EASTERN VISAYAS),50-54,190363.0
5,2015,REGION VIII (EASTERN VISAYAS),55-59,161449.0
5,2015,REGION VIII (EASTERN VISAYAS),60-64,125705.0
5,2015,REGION VIII (EASTERN VISAYAS),65-69,97032.0
5,2015,REGION VIII (EASTERN VISAYAS),70-74,70021.0
5,2015,REGION VIII (EASTERN VISAYAS),75-79,47670.0
5,2015,REGION VIII (EASTERN VISAYAS),80 and over,42889.0
6,2016,REGION VIII (EASTERN VISAYAS),0-4,505850.0
6,2016,REGION VIII (EASTERN VISAYAS),10-14,511899.0
6,2016,REGION VIII (EASTERN VISAYAS),15-19,486623.0
6,2016,REGION VIII (EASTERN VISAYAS),20-24,399452.0
6,2016,REGION VIII (EASTERN VISAYAS),25-29,326934.0
6,2016,REGION VIII (EASTERN VISAYAS),30-34,285272.0
6,2016,REGION VIII (EASTERN VISAYAS),35-39,260728.0
6,2016,REGION VIII (EASTERN VISAYAS),40-44,237236.0
6,2016,REGION VIII (EASTERN VISAYAS),45-49,220090.0
6,2016,REGION VIII (EASTERN VISAYAS),5-9,511939.0
6,2016,REGION VIII (EASTERN VISAYAS),50-54,192143.0
6,2016,REGION VIII (EASTERN VISAYAS),55-59,164121.0
6,2016,REGION VIII (EASTERN VISAYAS),60-64,128888.0
6,2016,REGION VIII (EASTERN VISAYAS),65-69,99854.0
6,2016,REGION VIII (EASTERN VISAYAS),70-74,71809.0
6,2016,REGION VIII (EASTERN VISAYAS),75-79,48905.0
6,2016,REGION VIII (EASTERN VISAYAS),80 and over,44247.0
7,2017,REGION VIII (EASTERN VISAYAS),0-4,513292.0
7,2017,REGION VIII (EASTERN VISAYAS),10-14,510699.0
7,2017,REGION VIII (EASTERN VISAYAS),15-19,485940.0
7,2017,REGION VIII (EASTERN VISAYAS),20-24,405596.0
7,2017,REGION VIII (EASTERN VISAYAS),25-29,340886.0
7,2017,REGION VIII (EASTERN VISAYAS),30-34,297365.0
7,2017,REGION VIII (EASTERN VISAYAS),35-39,264582.0
7,2017,REGION VIII (EASTERN VISAYAS),40-44,238184.0
7,2017,REGION VIII (EASTERN VISAYAS),45-49,220764.0
7,2017,REGION VIII (EASTERN VISAYAS),5-9,515450.0
7,2017,REGION VIII (EASTERN VISAYAS),50-54,193884.0
7,2017,REGION VIII (EASTERN VISAYAS),55-59,166791.0
7,2017,REGION VIII (EASTERN VISAYAS),60-64,132095.0
7,2017,REGION VIII (EASTERN VISAYAS),65-69,102706.0
7,2017,REGION VIII (EASTERN VISAYAS),70-74,73607.0
7,2017,REGION VIII (EASTERN VISAYAS),75-79,50151.0
7,2017,REGION VIII (EASTERN VISAYAS),80 and over,45622.0
8,2018,REGION VIII (EASTERN VISAYAS),0-4,520742.0
8,2018,REGION VIII (EASTERN VISAYAS),10-14,509263.0
8,2018,REGION VIII (EASTERN VISAYAS),15-19,485048.0
8,2018,REGION VIII (EASTERN VISAYAS),20-24,411755.0
8,2018,REGION VIII (EASTERN VISAYAS),25-29,355102.0
8,2018,REGION VIII (EASTERN VISAYAS),30-34,309693.0
8,2018,REGION VIII (EASTERN VISAYAS),35-39,268455.0
8,2018,REGION VIII (EASTERN VISAYAS),40-44,239068.0
8,2018,REGION VIII (EASTERN VISAYAS),45-49,221369.0
8,2018,REGION VIII (EASTERN VISAYAS),5-9,518856.0
8,2018,REGION VIII (EASTERN VISAYAS),50-54,195590.0
8,2018,REGION VIII (EASTERN VISAYAS),55-59,169463.0
8,2018,REGION VIII (EASTERN VISAYAS),60-64,135339.0
8,2018,REGION VIII (EASTERN VISAYAS),65-69,105593.0
8,2018,REGION VIII (EASTERN VISAYAS),70-74,75424.0
8,2018,REGION VIII (EASTERN VISAYAS),75-79,51408.0
8,2018,REGION VIII (EASTERN VISAYAS),80 and over,47015.0
9,2019,REGION VIII (EASTERN VISAYAS),0-4,528197.0
9,2019,REGION VIII (EASTERN VISAYAS),10-14,507590.0
9,2019,REGION VIII (EASTERN VISAYAS),15-19,483948.0
9,2019,REGION VIII (EASTERN VISAYAS),20-24,417932.0
9,2019,REGION VIII (EASTERN VISAYAS),25-29,369583.0
9,2019,REGION VIII (EASTERN VISAYAS),30-34,322251.0
9,2019,REGION VIII (EASTERN VISAYAS),35-39,272345.0
9,2019,REGION VIII (EASTERN VISAYAS),40-44,239889.0
9,2019,REGION VIII (EASTERN VISAYAS),45-49,221904.0
9,2019,REGION VIII (EASTERN VISAYAS),5-9,522154.0
9,2019,REGION VIII (EASTERN VISAYAS),50-54,197271.0
9,2019,REGION VIII (EASTERN VISAYAS),55-59,172137.0
9,2019,REGION VIII (EASTERN VISAYAS),60-64,138618.0
9,2019,REGION VIII (EASTERN VISAYAS),65-69,108522.0
9,2019,REGION VIII (EASTERN VISAYAS),70-74,77258.0
9,2019,REGION VIII (EASTERN VISAYAS),75-79,52678.0
9,2019,REGION VIII (EASTERN VISAYAS),80 and over,48424.0
10,2020,REGION VIII (EASTERN VISAYAS),0-4,535676.0
10,2020,REGION VIII (EASTERN VISAYAS),10-14,505676.0
10,2020,REGION VIII (EASTERN VISAYAS),15-19,482635.0
10,2020,REGION VIII (EASTERN VISAYAS),20-24,424151.0
10,2020,REGION VIII (EASTERN VISAYAS),25-29,384361.0
10,2020,REGION VIII (EASTERN VISAYAS),30-34,335078.0
10,2020,REGION VIII (EASTERN VISAYAS),35-39,276264.0
10,2020,REGION VIII (EASTERN VISAYAS),40-44,240652.0
10,2020,REGION VIII (EASTERN VISAYAS),45-49,222372.0
10,2020,REGION VIII (EASTERN VISAYAS),5-9,525355.0
10,2020,REGION VIII (EASTERN VISAYAS),50-54,198920.0
10,2020,REGION VIII (EASTERN VISAYAS),55-59,174823.0
10,2020,REGION VIII (EASTERN VISAYAS),60-64,141942.0
10,2020,REGION VIII (EASTERN VISAYAS),65-69,111491.0
10,2020,REGION VIII (EASTERN VISAYAS),70-74,79118.0
10,2020,REGION VIII (EASTERN VISAYAS),75-79,53966.0
10,2020,REGION VIII (EASTERN VISAYAS),80 and over,49857.0
11,2021,REGION VIII (EASTERN VISAYAS),0-4,543137.0
11,2021,REGION VIII (EASTERN VISAYAS),10-14,503535.0
11,2021,REGION VIII (EASTERN VISAYAS),15-19,481119.0
11,2021,REGION VIII (EASTERN VISAYAS),20-24,430363.0
11,2021,REGION VIII (EASTERN VISAYAS),25-29,399364.0
11,2021,REGION VIII (EASTERN VISAYAS),30-34,348103.0
11,2021,REGION VIII (EASTERN VISAYAS),35-39,280191.0
11,2021,REGION VIII (EASTERN VISAYAS),40-44,241355.0
11,2021,REGION VIII (EASTERN VISAYAS),45-49,222772.0
11,2021,REGION VIII (EASTERN VISAYAS),5-9,528445.0
11,2021,REGION VIII (EASTERN VISAYAS),50-54,200533.0
11,2021,REGION VIII (EASTERN VISAYAS),55-59,177507.0
11,2021,REGION VIII (EASTERN VISAYAS),60-64,145290.0
11,2021,REGION VIII (EASTERN VISAYAS),65-69,114496.0
11,2021,REGION VIII (EASTERN VISAYAS),70-74,80992.0
11,2021,REGION VIII (EASTERN VISAYAS),75-79,55260.0
11,2021,REGION VIII (EASTERN VISAYAS),80 and over,51305.0
12,2022,REGION VIII (EASTERN VISAYAS),0-4,550601.0
12,2022,REGION VIII (EASTERN VISAYAS),10-14,501159.0
12,2022,REGION VIII (EASTERN VISAYAS),15-19,479395.0
12,2022,REGION VIII (EASTERN VISAYAS),20-24,436591.0
12,2022,REGION VIII (EASTERN VISAYAS),25-29,414621.0
12,2022,REGION VIII (EASTERN VISAYAS),30-34,361356.0
12,2022,REGION VIII (EASTERN VISAYAS),35-39,284139.0
12,2022,REGION VIII (EASTERN VISAYAS),40-44,241999.0
12,2022,REGION VIII (EASTERN VISAYAS),45-49,223106.0
12,2022,REGION VIII (EASTERN VISAYAS),5-9,531431.0
12,2022,REGION VIII (EASTERN VISAYAS),50-54,202121.0
12,2022,REGION VIII (EASTERN VISAYAS),55-59,180196.0
12,2022,REGION VIII (EASTERN VISAYAS),60-64,148679.0
12,2022,REGION VIII (EASTERN VISAYAS),65-69,117539.0
12,2022,REGION VIII (EASTERN VISAYAS),70-74,82885.0
12,2022,REGION VIII (EASTERN VISAYAS),75-79,56570.0
12,2022,REGION VIII (EASTERN VISAYAS),80 and over,52769.0
13,2023,REGION VIII (EASTERN VISAYAS),0-4,558065.0
13,2023,REGION VIII (EASTERN VISAYAS),10-14,498558.0
13,2023,REGION VIII (EASTERN VISAYAS),15-19,477466.0
13,2023,REGION VIII (EASTERN VISAYAS),20-24,442829.0
13,2023,REGION VIII (EASTERN VISAYAS),25-29,430135.0
13,2023,REGION VIII (EASTERN VISAYAS),30-34,374839.0
13,2023,REGION VIII (EASTERN VISAYAS),35-39,288105.0
13,2023,REGION VIII (EASTERN VISAYAS),40-44,242582.0
13,2023,REGION VIII (EASTERN VISAYAS),45-49,223375.0
13,2023,REGION VIII (EASTERN VISAYAS),5-9,534310.0
13,2023,REGION VIII (EASTERN VISAYAS),50-54,203675.0
13,2023,REGION VIII (EASTERN VISAYAS),55-59,182890.0
13,2023,REGION VIII (EASTERN VISAYAS),60-64,152098.0
13,2023,REGION VIII (EASTERN VISAYAS),65-69,120617.0
13,2023,REGION VIII (EASTERN VISAYAS),70-74,84802.0
13,2023,REGION VIII (EASTERN VISAYAS),75-79,57894.0
13,2023,REGION VIII (EASTERN VISAYAS),80 and over,54255.0
14,2024,REGION VIII (EASTERN VISAYAS),0-4,565551.0
14,2024,REGION VIII (EASTERN VISAYAS),10-14,495714.0
14,2024,REGION VIII (EASTERN VISAYAS),15-19,475325.0
14,2024,REGION VIII (EASTERN VISAYAS),20-24,449097.0
14,2024,REGION VIII (EASTERN VISAYAS),25-29,445941.0
14,2024,REGION VIII (EASTERN VISAYAS),30-34,388590.0
14,2024,REGION VIII (EASTERN VISAYAS),35-39,292102.0
14,2024,REGION VIII (EASTERN VISAYAS),40-44,243114.0
14,2024,REGION VIII (EASTERN VISAYAS),45-49,223579.0
14,2024,REGION VIII (EASTERN VISAYAS),5-9,537096.0
14,2024,REGION VIII (EASTERN VISAYAS),50-54,205201.0
14,2024,REGION VIII (EASTERN VISAYAS),55-59,185599.0
14,2024,REGION VIII (EASTERN VISAYAS),60-64,155566.0
14,2024,REGION VIII (EASTERN VISAYAS),65-69,123748.0
14,2024,REGION VIII (EASTERN VISAYAS),70-74,86742.0
14,2024,REGION VIII (EASTERN VISAYAS),75-79,59236.0
14,2024,REGION VIII (EASTERN VISAYAS),80 and over,55764.0
15,2025,REGION VIII (EASTERN VISAYAS),0-4,573013.0
15,2025,REGION VIII (EASTERN VISAYAS),10-14,492651.0
15,2025,REGION VIII (EASTERN VISAYAS),15-19,472984.0
15,2025,REGION VIII (EASTERN VISAYAS),20-24,455357.0
15,2025,REGION VIII (EASTERN VISAYAS),25-29,461961.0
15,2025,REGION VIII (EASTERN VISAYAS),30-34,402530.0
15,2025,REGION VIII (EASTERN VISAYAS),35-39,296111.0
15,2025,REGION VIII (EASTERN VISAYAS),40-44,243584.0
15,2025,REGION VIII (EASTERN VISAYAS),45-49,223717.0
15,2025,REGION VIII (EASTERN VISAYAS),5-9,539771.0
15,2025,REGION VIII (EASTERN VISAYAS),50-54,206696.0
15,2025,REGION VIII (EASTERN VISAYAS),55-59,188305.0
15,2025,REGION VIII (EASTERN VISAYAS),60-64,159061.0
15,2025,REGION VIII (EASTERN VISAYAS),65-69,126908.0
15,2025,REGION VIII (EASTERN VISAYAS),70-74,88699.0
15,2025,REGION VIII (EASTERN VISAYAS),75-79,60588.0
15,2025,REGION VIII (EASTERN VISAYAS),80 and over,57290.0
16,2026,REGION VIII (EASTERN VISAYAS),0-4,581370.4
16,2026,REGION VIII (EASTERN VISAYAS),10-14,509440.8
16,2026,REGION VIII (EASTERN VISAYAS),15-19,483327.2
16,2026,REGION VIII (EASTERN VISAYAS),20-24,464585.6
16,2026,REGION VIII (EASTERN VISAYAS),25-29,466488.8
16,2026,REGION VIII (EASTERN VISAYAS),30-34,420604.0
16,2026,REGION VIII (EASTERN VISAYAS),35-39,322768.8
16,2026,REGION VIII (EASTERN VISAYAS),40-44,258127.2
16,2026,REGION VIII (EASTERN VISAYAS),45-49,230973.6
16,2026,REGION VIII (EASTERN VISAYAS),5-9,553776.8
16,2026,REGION VIII (EASTERN VISAYAS),50-54,212796.8
16,2026,REGION VIII (EASTERN VISAYAS),55-59,193884.0
16,2026,REGION VIII (EASTERN VISAYAS),60-64,165788.8
16,2026,REGION VIII (EASTERN VISAYAS),65-69,132966.4
16,2026,REGION VIII (EASTERN VISAYAS),70-74,94679.2
16,2026,REGION VIII (EASTERN VISAYAS),75-79,63730.4
16,2026,REGION VIII (EASTERN VISAYAS),80 and over,60812.0
17,2027,REGION VIII (EASTERN VISAYAS),0-4,589727.8
17,2027,REGION VIII (EASTERN VISAYAS),10-14,526230.6
17,2027,REGION VIII (EASTERN VISAYAS),15-19,493670.4
17,2027,REGION VIII (EASTERN VISAYAS),20-24,473814.2
17,2027,REGION VIII (EASTERN VISAYAS),25-29,471016.6
17,2027,REGION VIII (EASTERN VISAYAS),30-34,438678.0
17,2027,REGION VIII (EASTERN VISAYAS),35-39,349426.6
17,2027,REGION VIII (EASTERN VISAYAS),40-44,272670.4
17,2027,REGION VIII (EASTERN VISAYAS),45-49,238230.2
17,2027,REGION VIII (EASTERN VISAYAS),5-9,567782.6
17,2027,REGION VIII (EASTERN VISAYAS),50-54,218897.6
17,2027,REGION VIII (EASTERN VISAYAS),55-59,199463.0
17,2027,REGION VIII (EASTERN VISAYAS),60-64,172516.6
17,2027,REGION VIII (EASTERN VISAYAS),65-69,139024.8
17,2027,REGION VIII (EASTERN VISAYAS),70-74,100659.4
17,2027,REGION VIII (EASTERN VISAYAS),75-79,66872.8
17,2027,REGION VIII (EASTERN VISAYAS),80 and over,64334.0
18,2028,REGION VIII (EASTERN VISAYAS),0-4,598085.2
18,2028,REGION VIII (EASTERN VISAYAS),10-14,543020.4
18,2028,REGION VIII (EASTERN VISAYAS),15-19,504013.6
18,2028,REGION VIII (EASTERN VISAYAS),20-24,483042.8
18,2028,REGION VIII (EASTERN VISAYAS),25-29,475544.4
18,2028,REGION VIII (EASTERN VISAYAS),30-34,456752.0
18,2028,REGION VIII (EASTERN VISAYAS),35-39,376084.4
18,2028,REGION VIII (EASTERN VISAYAS),40-44,287213.6
18,2028,REGION VIII (EASTERN VISAYAS),45-49,245486.8
18,2028,REGION VIII (EASTERN VISAYAS),5-9,581788.4
18,2028,REGION VIII (EASTERN VISAYAS),50-54,224998.4
18,2028,REGION VIII (EASTERN VISAYAS),55-59,205042.0
18,2028,REGION VIII (EASTERN VISAYAS),60-64,179244.4
18,2028,REGION VIII (EASTERN VISAYAS),65-69,145083.2
18,2028,REGION VIII (EASTERN VISAYAS),70-74,106639.6
18,2028,REGION VIII (EASTERN VISAYAS),75-79,70015.2
18,2028,REGION VIII (EASTERN VISAYAS),80 and over,67856.0
19,2029,REGION VIII (EASTERN VISAYAS),0-4,606442.6
19,2029,REGION VIII (EASTERN VISAYAS),10-14,559810.2
19,2029,REGION VIII (EASTERN VISAYAS),15-19,514356.8
19,2029,REGION VIII (EASTERN VISAYAS),20-24,492271.4
19,2029,REGION VIII (EASTERN VISAYAS),25-29,480072.2
19,2029,REGION VIII (EASTERN VISAYAS),30-34,474826.0
19,2029,REGION VIII (EASTERN VISAYAS),35-39,402742.2
19,2029,REGION VIII (EASTERN VISAYAS),40-44,301756.8
19,2029,REGION VIII (EASTERN VISAYAS),45-49,252743.4
19,2029,REGION VIII (EASTERN VISAYAS),5-9,595794.2
19,2029,REGION VIII (EASTERN VISAYAS),50-54,231099.2
19,2029,REGION VIII (EASTERN VISAYAS),55-59,210621.0
19,2029,REGION VIII (EASTERN VISAYAS),60-64,185972.2
19,2029,REGION VIII (EASTERN VISAYAS),65-69,151141.6
19,2029,REGION VIII (EASTERN VISAYAS),70-74,112619.8
19,2029,REGION VIII (EASTERN VISAYAS),75-79,73157.6
19,2029,REGION VIII (EASTERN VISAYAS),80 and over,71378.0
20,2030,REGION VIII (EASTERN VISAYAS),0-4,614800.0
20,2030,REGION VIII (EASTERN VISAYAS),10-14,576600.0
20,2030,REGION VIII (EASTERN VISAYAS),15-19,524700.0
20,2030,REGION VIII (EASTERN VISAYAS),20-24,501500.0
20,2030,REGION VIII (EASTERN VISAYAS),25-29,484600.0
20,2030,REGION VIII (EASTERN VISAYAS),30-34,492900.0
20,2030,REGION VIII (EASTERN VISAYAS),35-39,429400.0
20,2030,REGION VIII (EASTERN VISAYAS),40-44,316300.0
20,2030,REGION VIII (EASTERN VISAYAS),45-49,260000.0
20,2030,REGION VIII (EASTERN VISAYAS),5-9,609800.0
20,2030,REGION VIII (EASTERN VISAYAS),50-54,237200.0
20,2030,REGION VIII (EASTERN VISAYAS),55-59,216200.0
20,2030,REGION VIII (EASTERN VISAYAS),60-64,192700.0
20,2030,REGION VIII (EASTERN VISAYAS),65-69,157200.0
20,2030,REGION VIII (EASTERN VISAYAS),70-74,118600.0
20,2030,REGION VIII (EASTERN VISAYAS),75-79,76300.0
20,2030,REGION VIII (EASTERN VISAYAS),80 and over,74900.0
0,2010,REGION X (NORTHERN MINDANAO),0-4,524700.0
0,2010,REGION X (NORTHERN MINDANAO),10-14,488900.0
0,2010,REGION X (NORTHERN MINDANAO),15-19,474900.0
0,2010,REGION X (NORTHERN MINDANAO),20-24,399200.0
0,2010,REGION X (NORTHERN MINDANAO),25-29,326200.0
0,2010,REGION X (NORTHERN MINDANAO),30-34,297200.0
0,2010,REGION X (NORTHERN MINDANAO),35-39,266400.0
0,2010,REGION X (NORTHERN MINDANAO),40-44,245800.0
0,2010,REGION X (NORTHERN MINDANAO),45-49,213400.0
0,2010,REGION X (NORTHERN MINDANAO),5-9,506000.0
0,2010,REGION X (NORTHERN MINDANAO),50-54,179000.0
0,2010,REGION X (NORTHERN MINDANAO),55-59,136300.0
0,2010,REGION X (NORTHERN MINDANAO),60-64,96100.0
0,2010,REGION X (NORTHERN MINDANAO),65-69,65000.0
0,2010,REGION X (NORTHERN MINDANAO),70-74,51200.0
0,2010,REGION X (NORTHERN MINDANAO),75-79,31000.0
0,2010,REGION X (NORTHERN MINDANAO),80 and over,25900.0
1,2011,REGION X (NORTHERN MINDANAO),0-4,529024.4
1,2011,REGION X (NORTHERN MINDANAO),10-14,492959.0
1,2011,REGION X (NORTHERN MINDANAO),15-19,475790.2
1,2011,REGION X (NORTHERN MINDANAO),20-24,406630.0
1,2011,REGION X (NORTHERN MINDANAO),25-29,337487.4
1,2011,REGION X (NORTHERN MINDANAO),30-34,301143.2
1,2011,REGION X (NORTHERN MINDANAO),35-39,271513.2
1,2011,REGION X (NORTHERN MINDANAO),40-44,248011.6
1,2011,REGION X (NORTHERN MINDANAO),45-49,217261.4
1,2011,REGION X (NORTHERN MINDANAO),5-9,512750.4
1,2011,REGION X (NORTHERN MINDANAO),50-54,183124.2
1,2011,REGION X (NORTHERN MINDANAO),55-59,141678.2
1,2011,REGION X (NORTHERN MINDANAO),60-64,101775.8
1,2011,REGION X (NORTHERN MINDANAO),65-69,68328.0
1,2011,REGION X (NORTHERN MINDANAO),70-74,51314.0
1,2011,REGION X (NORTHERN MINDANAO),75-79,32241.0
1,2011,REGION X (NORTHERN MINDANAO),80 and over,27202.8
2,2012,REGION X (NORTHERN MINDANAO),0-4,533348.8
2,2012,REGION X (NORTHERN MINDANAO),10-14,497018.0
2,2012,REGION X (NORTHERN MINDANAO),15-19,476680.4
2,2012,REGION X (NORTHERN MINDANAO),20-24,414060.0
2,2012,REGION X (NORTHERN MINDANAO),25-29,348774.8
2,2012,REGION X (NORTHERN MINDANAO),30-34,305086.4
2,2012,REGION X (NORTHERN MINDANAO),35-39,276626.4
2,2012,REGION X (NORTHERN MINDANAO),40-44,250223.2
2,2012,REGION X (NORTHERN MINDANAO),45-49,221122.8
2,2012,REGION X (NORTHERN MINDANAO),5-9,519500.8
2,2012,REGION X (NORTHERN MINDANAO),50-54,187248.4
2,2012,REGION X (NORTHERN MINDANAO),55-59,147056.4
2,2012,REGION X (NORTHERN MINDANAO),60-64,107451.6
2,2012,REGION X (NORTHERN MINDANAO),65-69,71656.0
2,2012,REGION X (NORTHERN MINDANAO),70-74,51428.0
2,2012,REGION X (NORTHERN MINDANAO),75-79,33482.0
2,2012,REGION X (NORTHERN MINDANAO),80 and over,28505.6
3,2013,REGION X (NORTHERN MINDANAO),0-4,537673.2
3,2013,REGION X (NORTHERN MINDANAO),10-14,501077.0
3,2013,REGION X (NORTHERN MINDANAO),15-19,477570.6
3,2013,REGION X (NORTHERN MINDANAO),20-24,421490.0
3,2013,REGION X (NORTHERN MINDANAO),25-29,360062.2
3,2013,REGION X (NORTHERN MINDANAO),30-34,309029.6
3,2013,REGION X (NORTHERN MINDANAO),35-39,281739.6
3,2013,REGION X (NORTHERN MINDANAO),40-44,252434.8
3,2013,REGION X (NORTHERN MINDANAO),45-49,224984.2
3,2013,REGION X (NORTHERN MINDANAO),5-9,526251.2
3,2013,REGION X (NORTHERN MINDANAO),50-54,191372.6
3,2013,REGION X (NORTHERN MINDANAO),55-59,152434.6
3,2013,REGION X (NORTHERN MINDANAO),60-64,113127.4
3,2013,REGION X (NORTHERN MINDANAO),65-69,74984.0
3,2013,REGION X (NORTHERN MINDANAO),70-74,51542.0
3,2013,REGION X (NORTHERN MINDANAO),75-79,34723.0
3,2013,REGION X (NORTHERN MINDANAO),80 and over,29808.4
4,2014,REGION X (NORTHERN MINDANAO),0-4,541997.6
4,2014,REGION X (NORTHERN MINDANAO),10-14,505136.0
4,2014,REGION X (NORTHERN MINDANAO),15-19,478460.8
4,2014,REGION X (NORTHERN MINDANAO),20-24,428920.0
4,2014,REGION X (NORTHERN MINDANAO),25-29,371349.6
4,2014,REGION X (NORTHERN MINDANAO),30-34,312972.8
4,2014,REGION X (NORTHERN MINDANAO),35-39,286852.8
4,2014,REGION X (NORTHERN MINDANAO),40-44,254646.4
4,2014,REGION X (NORTHERN MINDANAO),45-49,228845.6
4,2014,REGION X (NORTHERN MINDANAO),5-9,533001.6
4,2014,REGION X (NORTHERN MINDANAO),50-54,195496.8
4,2014,REGION X (NORTHERN MINDANAO),55-59,157812.8
4,2014,REGION X (NORTHERN MINDANAO),60-64,118803.2
4,2014,REGION X (NORTHERN MINDANAO),65-69,78312.0
4,2014,REGION X (NORTHERN MINDANAO),70-74,51656.0
4,2014,REGION X (NORTHERN MINDANAO),75-79,35964.0
4,2014,REGION X (NORTHERN MINDANAO),80 and over,31111.2
5,2015,REGION X (NORTHERN MINDANAO),0-4,546322.0
5,2015,REGION X (NORTHERN MINDANAO),10-14,509195.0
5,2015,REGION X (NORTHERN MINDANAO),15-19,479351.0
5,2015,REGION X (NORTHERN MINDANAO),20-24,436350.0
5,2015,REGION X (NORTHERN MINDANAO),25-29,382637.0
5,2015,REGION X (NORTHERN MINDANAO),30-34,316916.0
5,2015,REGION X (NORTHERN MINDANAO),35-39,291966.0
5,2015,REGION X (NORTHERN MINDANAO),40-44,256858.0
5,2015,REGION X (NORTHERN MINDANAO),45-49,232707.0
5,2015,REGION X (NORTHERN MINDANAO),5-9,539752.0
5,2015,REGION X (NORTHERN MINDANAO),50-54,199621.0
5,2015,REGION X (NORTHERN MINDANAO),55-59,163191.0
5,2015,REGION X (NORTHERN MINDANAO),60-64,124479.0
5,2015,REGION X (NORTHERN MINDANAO),65-69,81640.0
5,2015,REGION X (NORTHERN MINDANAO),70-74,51770.0
5,2015,REGION X (NORTHERN MINDANAO),75-79,37205.0
5,2015,REGION X (NORTHERN MINDANAO),80 and over,32414.0
6,2016,REGION X (NORTHERN MINDANAO),0-4,545575.0
6,2016,REGION X (NORTHERN MINDANAO),10-14,509481.0
6,2016,REGION X (NORTHERN MINDANAO),15-19,482918.0
6,2016,REGION X (NORTHERN MINDANAO),20-24,441811.0
6,2016,REGION X (NORTHERN MINDANAO),25-29,390855.0
6,2016,REGION X (NORTHERN MINDANAO),30-34,329370.0
6,2016,REGION X (NORTHERN MINDANAO),35-39,300137.0
6,2016,REGION X (NORTHERN MINDANAO),40-44,261794.0
6,2016,REGION X (NORTHERN MINDANAO),45-49,237155.0
6,2016,REGION X (NORTHERN MINDANAO),5-9,538915.0
6,2016,REGION X (NORTHERN MINDANAO),50-54,204068.0
6,2016,REGION X (NORTHERN MINDANAO),55-59,168537.0
6,2016,REGION X (NORTHERN MINDANAO),60-64,129809.0
6,2016,REGION X (NORTHERN MINDANAO),65-69,87017.0
6,2016,REGION X (NORTHERN MINDANAO),70-74,55674.0
6,2016,REGION X (NORTHERN MINDANAO),75-79,38843.0
